date,temperature,humidity,luminosity
2019-12-04 15:17:56.139,21.8,35.7,229
2019-12-04 15:17:58.416,21.5,35.4,229
2019-12-04 15:18:00.693,21.8,35.5,229
2019-12-04 15:18:02.970,21.8,35.5,229
2019-12-04 15:18:05.243,21.7,35.3,229
2019-12-04 15:18:07.521,21.7,35.2,227
2019-12-04 15:18:09.798,21.7,35.2,226
2019-12-04 15:18:12.076,21.7,35.1,227
2019-12-04 15:18:14.354,21.7,35.0,227
2019-12-04 15:18:16.626,21.7,35.0,226
2019-12-04 15:18:18.903,21.6,34.8,226
2019-12-04 15:18:21.180,21.7,34.8,226
2019-12-04 15:18:23.458,21.8,34.9,227
2019-12-04 15:18:25.736,21.7,34.9,229
2019-12-04 15:18:28.008,21.7,35.0,229
2019-12-04 15:18:30.285,21.6,35.0,229
2019-12-04 15:18:32.563,21.7,35.1,227
2019-12-04 15:18:34.839,21.8,35.2,227
2019-12-04 15:18:37.117,21.7,35.2,229
2019-12-04 15:18:39.390,21.8,35.3,227
2019-12-04 15:18:41.667,21.3,34.9,229
2019-12-04 15:18:43.945,21.8,35.3,229
2019-12-04 15:18:46.224,21.7,35.3,229
2019-12-04 15:18:48.500,21.8,35.4,229
2019-12-04 15:18:50.773,21.7,35.3,229
2019-12-04 15:18:53.050,21.6,35.3,229
2019-12-04 15:18:55.327,21.3,35.1,229
2019-12-04 15:18:57.604,21.7,35.4,229
2019-12-04 15:18:59.882,22.1,35.7,229
2019-12-04 15:19:02.155,21.7,35.4,229
2019-12-04 15:19:04.432,21.8,35.4,227
2019-12-04 15:19:06.710,21.7,35.3,229
2019-12-04 15:19:08.986,21.8,35.4,229
2019-12-04 15:19:11.263,22.0,35.6,227
2019-12-04 15:19:13.536,21.8,35.3,226
2019-12-04 15:19:15.814,21.8,35.3,227
2019-12-04 15:19:18.091,21.7,35.2,231
2019-12-04 15:19:20.368,21.7,35.2,229
2019-12-04 15:19:22.642,21.7,35.1,227
2019-12-04 15:19:24.919,21.6,35.0,229
2019-12-04 15:19:27.196,21.9,35.2,229
2019-12-04 15:19:29.472,21.7,35.0,231
2019-12-04 15:19:31.751,21.8,35.1,227
2019-12-04 15:19:34.028,21.7,35.0,227
2019-12-04 15:19:36.301,22.0,35.2,227
2019-12-04 15:19:38.578,21.6,34.9,231
2019-12-04 15:19:40.855,21.7,35.0,229
2019-12-04 15:19:43.132,21.8,35.0,227
2019-12-04 15:19:45.410,21.8,35.0,227
2019-12-04 15:19:47.684,21.7,34.8,227
2019-12-04 15:19:49.960,22.0,35.1,227
2019-12-04 15:19:52.239,21.7,34.8,229
2019-12-04 15:19:54.515,21.7,34.7,229
2019-12-04 15:19:56.792,21.7,34.7,227
2019-12-04 15:19:59.065,21.7,34.7,227
2019-12-04 15:20:01.342,21.7,34.7,227
2019-12-04 15:20:03.620,21.7,34.7,227
2019-12-04 15:20:05.897,21.7,34.7,227
2019-12-04 15:20:08.175,21.7,34.7,225
2019-12-04 15:20:10.447,21.7,34.7,227
2019-12-04 15:20:12.725,21.5,34.6,227
2019-12-04 15:20:15.002,21.6,34.8,229
2019-12-04 15:20:17.280,21.7,35.0,227
2019-12-04 15:20:19.556,21.8,35.1,229
2019-12-04 15:20:21.830,21.7,35.1,227
2019-12-04 15:20:24.107,21.7,35.1,226
2019-12-04 15:20:26.385,21.6,35.0,225
2019-12-04 15:20:28.661,21.8,35.2,227
2019-12-04 15:20:30.939,21.8,35.2,227
2019-12-04 15:20:33.213,21.8,35.2,229
2019-12-04 15:20:35.490,21.5,35.0,231
2019-12-04 15:20:37.766,21.8,35.3,227
2019-12-04 15:20:40.044,21.7,35.2,226
2019-12-04 15:20:42.321,21.8,35.4,227
2019-12-04 15:20:44.594,21.8,35.4,227
2019-12-04 15:20:46.872,21.8,35.5,227
2019-12-04 15:20:49.149,21.7,35.6,229
2019-12-04 15:20:51.426,21.8,35.8,229
2019-12-04 15:20:53.704,21.8,36.0,229
2019-12-04 15:20:55.976,21.8,36.0,231
2019-12-04 15:20:58.253,21.8,35.9,227
2019-12-04 15:21:00.531,21.7,35.7,227
2019-12-04 15:21:02.808,21.8,35.7,227
2019-12-04 15:21:05.082,21.7,35.5,229
2019-12-04 15:21:07.359,21.6,35.4,227
2019-12-04 15:21:09.638,21.8,35.5,229
2019-12-04 15:21:11.914,21.7,35.3,227
2019-12-04 15:21:14.192,21.8,35.4,229
2019-12-04 15:21:16.464,21.8,35.4,229
2019-12-04 15:21:18.742,21.8,35.3,229
2019-12-04 15:21:21.020,21.8,35.3,229
2019-12-04 15:21:23.296,21.8,35.2,227
2019-12-04 15:21:25.574,21.7,35.1,227
2019-12-04 15:21:27.848,21.7,35.0,226
2019-12-04 15:21:30.124,21.7,35.0,227
2019-12-04 15:21:32.403,21.8,35.0,229
2019-12-04 15:21:34.680,21.7,34.9,229
2019-12-04 15:21:36.956,21.8,35.0,229
2019-12-04 15:21:39.229,21.7,34.8,227
2019-12-04 15:21:41.506,21.8,34.9,229
2019-12-04 15:21:43.785,21.8,34.9,227
2019-12-04 15:21:46.061,21.8,34.9,229
2019-12-04 15:21:48.339,21.7,34.8,227
2019-12-04 15:21:50.612,21.8,34.9,226
2019-12-04 15:21:52.890,21.7,34.8,227
2019-12-04 15:21:55.166,21.7,34.8,229
2019-12-04 15:21:57.444,21.8,34.9,227
2019-12-04 15:21:59.722,21.7,34.9,227
2019-12-04 15:22:01.993,21.8,35.0,229
2019-12-04 15:22:04.272,21.8,35.0,229
2019-12-04 15:22:06.548,21.7,34.9,229
2019-12-04 15:22:08.826,21.7,35.0,229
2019-12-04 15:22:11.102,21.7,35.1,227
2019-12-04 15:22:13.381,21.8,35.2,227
2019-12-04 15:22:15.653,21.7,35.2,231
